"","123","","","","","","","0","1000","1000","1000","","","","",""
"Becca Schumacher","124","20","10","","","","","30","1000","23","1000","","","","",""
"Jessica Barrington","125","20","30","20","0","","","70","1000","15","1000","","","","",""
"Claire Oderkirk","126","10","30","","","","","40","1000","18","1000","","","","",""
"Danielle Zielieke","127","","","","","","","0","1000","28","1000","","","","",""
"Samantha Salm","128","30","30","50","30","","100","240","1000","2","1000","","","","",""
"Tanya St Mary","129","0","50","30","20","","","100","1000","11","1000","","","","",""
"Katie Oestreich","130","20","0","","","","","20","1000","27","1000","","","","",""
"Alexa Todd","131","0","0","","","","","0","1000","28","1000","","","","",""
"Amber St. Mary","132","50","20","0","0","","","70","1000","15","1000","","","","",""
"","133","","","","","","","0","1000","1000","1000","","","","",""
"","134","","","","","","","0","1000","1000","1000","","","","",""
"","135","","","","","","","0","1000","1000","1000","","","","",""
"","136","","","","","","","0","1000","1000","1000","","","","",""
"","137","","","","","","","0","1000","1000","1000","","","","",""
"","138","","","","","","","0","1000","1000","1000","","","","",""
"","139","","","","","","","0","1000","1000","1000","","","","",""
"","140","","","","","","","0","1000","1000","1000","","","","",""
"","141","","","","","","","0","1000","1000","1000","","","","",""
"","142","","","","","","","0","1000","1000","1000","","","","",""
"","143","","","","","","","0","1000","1000","1000","","","","",""
"","144","","","","","","","0","1000","1000","1000","","","","",""
"","145","","","","","","","0","1000","1000","1000","","","","",""
"","146","","","","","","","0","1000","1000","1000","","","","",""
"","147","","","","","","","0","1000","1000","1000","","","","",""
"","148","","","","","","","0","1000","1000","1000","","","","",""
"","149","","","","","","","0","1000","1000","1000","","","","",""
"","150","","","","","","","0","1000","1000","1000","","","","",""
